品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 35 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,2017.12,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 12:29:21.606349
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 40 TFSI 时尚动感型,4,L,4,7挡双离合,2.0,国VI,2019.04,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:22.888285
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 进取动感型,4,L,4,7挡双离合,1.4,国VI,2019.04,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:23.075167
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 40 TFSI 时尚致雅型,4,L,4,7挡双离合,2.0,国VI,2019.04,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:23.247061
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 45 TFSI quattro 豪华动感型,4,L,4,7挡双离合,2.0,国VI,2019.04,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:23.485915
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 35 TFSI quattro 全时四驱运动型,4,L,4,7挡双离合,2.0,国V,2017.12,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 12:29:23.680370
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 30 TFSI 风尚型,4,L,4,6挡双离合,1.4,国V,2017.12,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 12:29:23.863262
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 35 TFSI 运动型,4,L,4,7挡双离合,2.0,国V,2017.12,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 12:29:24.056142
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 30 TFSI 时尚型,4,L,4,6挡双离合,1.4,国V,2017.12,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 12:29:24.240024
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 40 TFSI quattro 全时四驱运动型,4,L,4,7挡双离合,2.0,国V,2017.12,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 12:29:24.424286
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享进取型 国V,4,L,4,7挡双离合,2.0,国V,2018.07,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:25.075883
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享风雅型 国V,4,L,4,7挡双离合,2.0,国V,2018.07,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:25.315786
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享运动型 国V,4,L,4,7挡双离合,2.0,国V,2018.07,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:25.484883
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享时尚型 国V,4,L,4,7挡双离合,2.0,国V,2018.07,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:25.796498
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享豪华运动型 国V,4,L,4,7挡双离合,2.0,国V,2018.07,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:25.981385
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享进取型 国VI,4,L,4,7挡双离合,2.0,国VI,暂无数据,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:26.154276
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享风雅型 国VI,4,L,4,7挡双离合,2.0,国VI,暂无数据,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:26.368144
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享豪华运动型 国VI,4,L,4,7挡双离合,2.0,国VI,暂无数据,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:26.552027
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享时尚型 国VI,4,L,4,7挡双离合,2.0,国VI,暂无数据,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:26.765901
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享运动型 国VI,4,L,4,7挡双离合,2.0,国VI,暂无数据,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:26.975423
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享时尚型 国VI,4,L,4,7挡双离合,2.0,国VI,暂无数据,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:27.265265
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享时尚型 国V,4,L,4,7挡双离合,2.0,国V,2018.07,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 12:29:27.455146
A,奥迪,Audi Sport,奥迪R8,2017款 V10 Spyder,4,V,4,7挡双离合,5.2,国V,2017.06,汽油,95号,三年或10万公里,2,双横臂式独立悬架,电子驻车,2019-09-27 12:29:28.440211
A,奥迪,Audi Sport,奥迪R8,2017款 V10 Coupe,4,V,4,7挡双离合,5.2,国V,2017.06,汽油,95号,三年或10万公里,2,双横臂式独立悬架,电子驻车,2019-09-27 12:29:28.773007
A,奥迪,Audi Sport,奥迪RS 3,2017款 RS 3 2.5T Limousine,4,L,4,7挡双离合,2.5,国V,2017.09,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:29.327352
A,奥迪,Audi Sport,奥迪RS 4,2019款  RS 4 2.9T Avant,4,V,4,8挡手自一体,2.9,国V,2019.03,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:29.852083
A,奥迪,Audi Sport,奥迪RS 5,2019款 RS 5 2.9T Coupe,4,V,4,8挡手自一体,2.9,国VI,2019.03,汽油,95号,暂无数据,4,五连杆式独立悬架,电子驻车,2019-09-27 12:29:31.581734
A,奥迪,Audi Sport,奥迪RS 6,2018款 RS 6 4.0T Avant尊享运动限量版,4,V,4,8挡手自一体,4.0,国V,2018.04,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 12:29:32.232914
A,奥迪,Audi Sport,奥迪RS 7,2016款 RS 7 4.0T Sportback performance,4,V,4,8挡手自一体,4.0,欧V,2016.07,汽油,95号,三年或10万公里,4,梯形连杆式独立悬架,电子驻车,2019-09-27 12:29:32.886365
A,奥迪,Audi Sport,奥迪TT RS,2017款 TT RS 2.5T Coupe,4,L,4,7挡双离合,2.5,国V,2017.09,汽油,95号,三年或10万公里,4,四连杆独立悬架,电子驻车,2019-09-27 12:29:33.423035
A,奥迪,奥迪(进口),奥迪A3(进口),2017款 Cabriolet 40 TFSI,4,L,4,7挡双离合,2.0,国V,2017.04,汽油,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 12:29:34.189151
A,奥迪,奥迪(进口),奥迪A4(进口),2019款 45 TFSI allroad quattro 运动型,4,L,4,7挡双离合,2.0,欧V,2018.11,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:34.685871
A,奥迪,奥迪(进口),奥迪A4(进口),2019款 45 TFSI allroad quattro 时尚型,4,L,4,7挡双离合,2.0,欧V,2018.11,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:35.044216
A,奥迪,奥迪(进口),奥迪A5,2019款 Sportback 45 TFSI quattro 运动型,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:35.576974
A,奥迪,奥迪(进口),奥迪A5,2019款 Cabriolet 45 TFSI quattro 运动型,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 12:29:35.827814
A,奥迪,奥迪(进口),奥迪A5,2019款 Sportback 45 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:36.022696
A,奥迪,奥迪(进口),奥迪A5,2019款 Sportback 40 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:36.201200
A,奥迪,奥迪(进口),奥迪A5,2019款 Coupe 45 TFSI quattro 运动型,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 12:29:36.409072
A,奥迪,奥迪(进口),奥迪A5,2019款 Coupe 40 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 12:29:36.599156
A,奥迪,奥迪(进口),奥迪A5,2019款 Sportback 45 TFSI 运动型,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:36.809024
A,奥迪,奥迪(进口),奥迪A5,2019款 Cabriolet 40 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 12:29:36.992911
A,奥迪,奥迪(进口),奥迪A6(进口),2017款 Avant 35 TFSI 时尚型,4,L,4,7挡双离合,1.8,国V,2017.06,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 12:29:37.555119
A,奥迪,奥迪(进口),奥迪A6(进口),2017款 Avant 40 TFSI 运动型,4,L,4,7挡双离合,2.0,国V,2017.06,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 12:29:37.761992
A,奥迪,奥迪(进口),奥迪A6(进口),2018款 3.0T allroad quattro,4,V,4,7挡双离合,3.0,国V,2017.09,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 12:29:37.957068
A,奥迪,奥迪(进口),奥迪A7,2019款 55 TFSI quattro 动感型,4,V,4,7挡双离合,3.0,欧VI,2018.12,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 12:29:38.490737
A,奥迪,奥迪(进口),奥迪A7,2019款 55 TFSI quattro 竞技版,4,V,4,7挡双离合,3.0,欧VI,2018.12,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 12:29:38.676653
A,奥迪,奥迪(进口),奥迪A8,2018款 A8L 55 TFSI quattro投放版尊享型,4,V,4,8挡手自一体,3.0,国V,2018.04,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:39.224939
A,奥迪,奥迪(进口),奥迪A8,2018款 A8L 55 TFSI quattro尊贵型,4,V,4,8挡手自一体,3.0,国V,2018.04,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 12:29:39.405824
A,奥迪,奥迪(进口),奥迪A8,2018款 A8L 55 TFSI quattro投放版精英型,4,V,4,8挡手自一体,3.0,国V,2018.04,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:39.583713
A,奥迪,奥迪(进口),奥迪A8,2019款 A8L 50 TFSI quattro 舒适型,4,V,4,8挡手自一体,3.0,国V,2019.04,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:39.762216
A,奥迪,奥迪(进口),奥迪A8,2019款 A8L 55 TFSI quattro 豪华型,4,V,4,8挡手自一体,3.0,国V,2019.04,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:39.974088
A,奥迪,奥迪(进口),奥迪A8,2019款 A8L 55 TFSI quattro 尊贵型,4,V,4,8挡手自一体,3.0,国V,2019.04,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 12:29:40.204945
A,奥迪,奥迪(进口),奥迪A8,2019款 A8L 50 TFSI quattro 豪华型,4,V,4,8挡手自一体,3.0,国V,2019.04,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:40.408876
A,奥迪,奥迪(进口),奥迪A8,2018款 A8L 55 TFSI quattro豪华型,4,V,4,8挡手自一体,3.0,国V,2018.04,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:40.587762
A,奥迪,奥迪(进口),奥迪A8,2019款 Plus A8L 50 TFSI quattro 舒适型,4,V,4,8挡手自一体,3.0,国VI,2019.08,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:40.805627
A,奥迪,奥迪(进口),奥迪A8,2019款 Plus A8L 50 TFSI quattro 豪华型,4,V,4,8挡手自一体,3.0,国VI,2019.08,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:40.980172
A,奥迪,奥迪(进口),奥迪A8,2019款 Plus A8L 55 TFSI quattro 豪华型,4,V,4,8挡手自一体,3.0,国VI,2019.08,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:41.153065
A,奥迪,奥迪(进口),奥迪A8,2019款 Plus A8L 55 TFSI quattro 尊贵型,4,V,4,8挡手自一体,3.0,国VI,2019.08,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 12:29:41.377927
A,奥迪,奥迪(进口),奥迪Q7,2019款 55 TFSI 技术型,4,V,4,8挡手自一体,3.0,国V,2018.12,汽油,95号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:29:42.253028
A,奥迪,奥迪(进口),奥迪Q7,2019款 55 TFSI S line运动型,4,V,4,8挡手自一体,3.0,国V,2018.12,汽油,95号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:29:42.430011
A,奥迪,奥迪(进口),奥迪Q7,2019款 45 TFSI S line运动型,4,L,4,8挡手自一体,2.0,国V,2018.12,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:42.609983
A,奥迪,奥迪(进口),奥迪Q7,2019款 55 TFSI 尊贵型,4,V,4,8挡手自一体,3.0,国V,2018.12,汽油,95号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:29:42.789875
A,奥迪,奥迪(进口),奥迪Q7,2019款 45 TFSI 舒适型,4,L,4,8挡手自一体,2.0,国V,2018.12,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:42.964764
A,奥迪,奥迪(进口),奥迪Q7新能源,2019款 55 e-tron,4,L,4,8挡手自一体,2.0,国V,2018.11,插电式混合动力,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:43.512110
A,奥迪,奥迪(进口),奥迪Q8,2019款 45 TFSI 豪华致雅型,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 12:29:44.131720
A,奥迪,奥迪(进口),奥迪Q8,2019款 55 TFSI 尊享动感型,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 12:29:44.352113
A,奥迪,奥迪(进口),奥迪Q8,2019款 55 TFSI 至尊限量版,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 12:29:44.514040
A,奥迪,奥迪(进口),奥迪S3,2019款 S3 2.0T Limousine,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:45.091683
A,奥迪,奥迪(进口),奥迪S4,2019款 S4 3.0TFSI,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 12:29:46.492309
A,奥迪,奥迪(进口),奥迪S4,2018款 S4 3.0TFSI,4,V,4,8挡手自一体,3.0,国V,2018.06,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:46.685186
A,奥迪,奥迪(进口),奥迪S5,2017款 S5 3.0T Cabriolet,4,V,4,8挡手自一体,3.0,国V,2017.06,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 12:29:47.214861
A,奥迪,奥迪(进口),奥迪S5,2017款 S5 3.0T Coupe,4,V,4,8挡手自一体,3.0,国V,2017.06,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 12:29:47.421804
A,奥迪,奥迪(进口),奥迪S5,2017款 S5 3.0T Sportback,4,V,4,8挡手自一体,3.0,国V,2017.06,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 12:29:47.652657
A,奥迪,奥迪(进口),奥迪S6,2018款 S6 4.0TFSI,4,V,4,7挡双离合,4.0,欧V,2017.10,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 12:29:48.178902
A,奥迪,奥迪(进口),奥迪S7,2018款 4.0 TFSI quattro,4,V,4,7挡双离合,4.0,欧V,2017.09,汽油,95号,三年或10万公里,4,梯形连杆式独立悬架,电子驻车,2019-09-27 12:29:48.822589
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Coupe 40 TFSI,4,L,4,6挡双离合,1.8,国V,2017.09,汽油,95号,三年或10万公里,4,四连杆独立悬架,电子驻车,2019-09-27 12:29:49.670891
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Coupe 45 TFSI,4,L,4,6挡双离合,2.0,欧V,2017.03,汽油,95号,三年或10万公里,4,四连杆独立悬架,电子驻车,2019-09-27 12:29:49.924733
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Roadster 45 TFSI quattro,4,L,4,6挡双离合,2.0,欧V,2017.03,汽油,95号,三年或10万公里,2,四连杆式独立悬架电磁减振,电子驻车,2019-09-27 12:29:50.101623
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Coupe 45 TFSI quattro,4,L,4,6挡双离合,2.0,欧V,2017.03,汽油,95号,三年或10万公里,4,四连杆式独立悬架电磁减振,电子驻车,2019-09-27 12:29:50.334073
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Roadster 45 TFSI,4,L,4,6挡双离合,2.0,欧V,2017.03,汽油,95号,三年或10万公里,2,四连杆独立悬架,电子驻车,2019-09-27 12:29:50.511966
A,奥迪,奥迪(进口),奥迪TTS,2017款 TTS Roadster 2.0TFSI quattro,4,L,4,6挡双离合,2.0,国V,2017.03,汽油,95号,三年或10万公里,2,四连杆式独立悬架电磁减振,电子驻车,2019-09-27 12:29:51.021683
A,奥迪,奥迪(进口),奥迪TTS,2017款 TTS Coupe 2.0TFSI quattro,4,L,4,6挡双离合,2.0,国V,2017.03,汽油,95号,三年或10万公里,4,四连杆式独立悬架电磁减振,电子驻车,2019-09-27 12:29:51.220006
A,奥迪,奥迪(进口),奥迪A3新能源(进口)(停售),2017款 Sportback e-tron 舒适型,4,L,4,6挡双离合,1.4,欧V,2016.04,插电式混合动力,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:29:51.784661
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 手动豪华型,4,L,4,6挡手动,1.5,国V,暂无数据,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:53.328682
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 自动舒适型,4,L,4,5挡AMT,1.5,国V,2017.09,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:53.493579
B,宝骏,上汽通用五菱,宝骏310,2016款 1.2L 手动舒适型,4,L,4,5挡手动,1.2,国V,2016.09,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:53.756006
B,宝骏,上汽通用五菱,宝骏310,2016款 1.2L 手动豪华型,4,L,4,5挡手动,1.2,国V,2016.09,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:53.938893
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 自动豪华型,4,L,4,5挡AMT,1.5,国V,2017.09,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:54.136771
B,宝骏,上汽通用五菱,宝骏310,2019款 1.2L 自动舒适型,4,L,4,5挡AMT,1.2,国V,2019.04,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:54.287676
B,宝骏,上汽通用五菱,宝骏310,2016款 1.2L 手动超值型,4,L,4,5挡手动,1.2,国V,2016.09,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:54.426591
B,宝骏,上汽通用五菱,宝骏310,2016款 1.2L 手动时尚型,4,L,4,5挡手动,1.2,国V,2016.09,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:54.790220
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 手动舒适型,4,L,4,6挡手动,1.5,国V,暂无数据,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:54.965179
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 手动时尚型,4,L,4,6挡手动,1.5,国V,暂无数据,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:55.137074
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 自动时尚型,4,L,4,5挡AMT,1.5,国V,2017.09,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:55.274989
B,宝骏,上汽通用五菱,宝骏310W,2019款 1.5L 自动豪华型 国VI,4,L,4,5挡AMT,1.5,国VI,2019.07,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:55.739782
B,宝骏,上汽通用五菱,宝骏310W,2019款 1.5L 手动时尚型 国VI,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:55.877701
B,宝骏,上汽通用五菱,宝骏310W,2019款 1.5L 自动时尚型 国VI,4,L,4,5挡AMT,1.5,国VI,2019.07,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:29:56.057586
