品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 时尚动感型,4,L,4,7挡双离合,1.4,国VI,国VI,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:08.022909
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 45 TFSI quattro 豪华动感型,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:08.194780
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 30 TFSI 风尚型,4,L,4,6挡双离合,1.4,国V,国V,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 08:52:08.382271
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 40 TFSI quattro 时尚动感型,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:08.569762
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 40 TFSI 时尚动感型,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:08.726010
A,奥迪,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 进取致雅型,4,L,4,7挡双离合,1.4,国VI,国VI,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:08.913504
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 35 TFSI quattro 全时四驱运动型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 08:52:09.100997
A,奥迪,一汽-大众奥迪,奥迪Q3,2018款 30周年年型 40 TFSI quattro 全时四驱运动型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,四连杆独立悬架,电子驻车,2019-09-27 08:52:09.288489
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享时尚型 国VI,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:09.757223
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享进取型 国V,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:09.991592
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享时尚型 国VI,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:10.194707
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享进取型 国VI,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:10.366576
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享运动型 国VI,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:10.554069
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享豪华运动型 国V,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:10.757190
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享风雅型 国VI,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:10.929057
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享风雅型 国V,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:11.132173
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享时尚型 国V,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:11.319670
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享豪华运动型 国VI,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:11.507161
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享时尚型 国V,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:11.679029
A,奥迪,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享运动型 国V,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆独立悬架,电子驻车,2019-09-27 08:52:12.022785
A,奥迪,Audi Sport,奥迪R8,2017款 V10 Spyder,4,V,4,7挡双离合,5.2,国V,国V,汽油,95号,三年或10万公里,2,双横臂式独立悬架,电子驻车,2019-09-27 08:52:13.116484
A,奥迪,Audi Sport,奥迪R8,2017款 V10 Coupe,4,V,4,7挡双离合,5.2,国V,国V,汽油,95号,三年或10万公里,2,双横臂式独立悬架,电子驻车,2019-09-27 08:52:13.288352
A,奥迪,Audi Sport,奥迪RS 3,2017款 RS 3 2.5T Limousine,4,L,4,7挡双离合,2.5,国V,国V,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:13.725835
A,奥迪,Audi Sport,奥迪RS 4,2019款  RS 4 2.9T Avant,4,V,4,8挡手自一体,2.9,国V,国V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:14.194571
A,奥迪,Audi Sport,奥迪RS 5,2019款 RS 5 2.9T Coupe,4,V,4,8挡手自一体,2.9,国VI,国VI,汽油,95号,暂无数据,4,五连杆式独立悬架,电子驻车,2019-09-27 08:52:14.647679
A,奥迪,Audi Sport,奥迪RS 6,2018款 RS 6 4.0T Avant尊享运动限量版,4,V,4,8挡手自一体,4.0,国V,国V,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 08:52:15.178908
A,奥迪,Audi Sport,奥迪RS 7,2016款 RS 7 4.0T Sportback performance,4,V,4,8挡手自一体,4.0,欧V,欧V,汽油,95号,三年或10万公里,4,梯形连杆式独立悬架,电子驻车,2019-09-27 08:52:16.460115
A,奥迪,Audi Sport,奥迪TT RS,2017款 TT RS 2.5T Coupe,4,L,4,7挡双离合,2.5,国V,国V,汽油,95号,三年或10万公里,4,四连杆独立悬架,电子驻车,2019-09-27 08:52:17.303836
A,奥迪,奥迪(进口),奥迪A3(进口),2017款 Cabriolet 40 TFSI,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 08:52:17.829885
A,奥迪,奥迪(进口),奥迪A4(进口),2019款 45 TFSI allroad quattro 运动型,4,L,4,7挡双离合,2.0,欧V,欧V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:18.314239
A,奥迪,奥迪(进口),奥迪A4(进口),2019款 45 TFSI allroad quattro 时尚型,4,L,4,7挡双离合,2.0,欧V,欧V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:18.470484
A,奥迪,奥迪(进口),奥迪A5,2019款 Coupe 40 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 08:52:18.970466
A,奥迪,奥迪(进口),奥迪A5,2019款 Sportback 45 TFSI 运动型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:19.126712
A,奥迪,奥迪(进口),奥迪A5,2019款 Coupe 45 TFSI quattro 运动型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 08:52:19.314205
A,奥迪,奥迪(进口),奥迪A5,2019款 Sportback 45 TFSI quattro 运动型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:19.486080
A,奥迪,奥迪(进口),奥迪A5,2019款 Sportback 40 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:19.657943
A,奥迪,奥迪(进口),奥迪A5,2019款 Sportback 45 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:19.829813
A,奥迪,奥迪(进口),奥迪A5,2019款 Cabriolet 45 TFSI quattro 运动型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 08:52:20.001683
A,奥迪,奥迪(进口),奥迪A5,2019款 Cabriolet 40 TFSI 时尚型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 08:52:20.173549
A,奥迪,奥迪(进口),奥迪A6(进口),2018款 3.0T allroad quattro,4,V,4,7挡双离合,3.0,国V,国V,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 08:52:20.611036
A,奥迪,奥迪(进口),奥迪A6(进口),2017款 Avant 35 TFSI 时尚型,4,L,4,7挡双离合,1.8,国V,国V,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 08:52:20.829780
A,奥迪,奥迪(进口),奥迪A6(进口),2017款 Avant 40 TFSI 运动型,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 08:52:21.001646
A,奥迪,奥迪(进口),奥迪A7,2019款 55 TFSI quattro 动感型,4,V,4,7挡双离合,3.0,欧VI,欧VI,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 08:52:21.548506
A,奥迪,奥迪(进口),奥迪A7,2019款 55 TFSI quattro 竞技版,4,V,4,7挡双离合,3.0,欧VI,欧VI,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 08:52:21.720370
A,奥迪,奥迪(进口),奥迪A8,2018款 A8L 55 TFSI quattro尊贵型,4,V,4,8挡手自一体,3.0,国V,国V,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 08:52:22.485973
A,奥迪,奥迪(进口),奥迪A8,2019款 Plus A8L 50 TFSI quattro 豪华型,4,V,4,8挡手自一体,3.0,国VI,国VI,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:22.673465
A,奥迪,奥迪(进口),奥迪A8,2019款 A8L 55 TFSI quattro 尊贵型,4,V,4,8挡手自一体,3.0,国V,国V,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 08:52:22.892207
A,奥迪,奥迪(进口),奥迪A8,2019款 A8L 50 TFSI quattro 舒适型,4,V,4,8挡手自一体,3.0,国V,国V,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:23.064078
A,奥迪,奥迪(进口),奥迪A8,2019款 Plus A8L 50 TFSI quattro 舒适型,4,V,4,8挡手自一体,3.0,国VI,国VI,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:23.235944
A,奥迪,奥迪(进口),奥迪A8,2019款 A8L 50 TFSI quattro 豪华型,4,V,4,8挡手自一体,3.0,国V,国V,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:23.407816
A,奥迪,奥迪(进口),奥迪A8,2019款 Plus A8L 55 TFSI quattro 豪华型,4,V,4,8挡手自一体,3.0,国VI,国VI,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:23.595307
A,奥迪,奥迪(进口),奥迪A8,2018款 A8L 55 TFSI quattro豪华型,4,V,4,8挡手自一体,3.0,国V,国V,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:23.782801
A,奥迪,奥迪(进口),奥迪A8,2018款 A8L 55 TFSI quattro投放版精英型,4,V,4,8挡手自一体,3.0,国V,国V,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:23.939046
A,奥迪,奥迪(进口),奥迪A8,2019款 A8L 55 TFSI quattro 豪华型,4,V,4,8挡手自一体,3.0,国V,国V,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:24.110914
A,奥迪,奥迪(进口),奥迪A8,2019款 Plus A8L 55 TFSI quattro 尊贵型,4,V,4,8挡手自一体,3.0,国VI,国VI,汽油+48V轻混系统,95号,三年或10万公里,4,多连杆式独立悬架,电子驻车,2019-09-27 08:52:24.298407
A,奥迪,奥迪(进口),奥迪A8,2018款 A8L 55 TFSI quattro投放版尊享型,4,V,4,8挡手自一体,3.0,国V,国V,汽油+48V轻混系统,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:24.470275
A,奥迪,奥迪(进口),奥迪Q7,2019款 55 TFSI S line运动型,4,V,4,8挡手自一体,3.0,国V,国V,汽油,95号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 08:52:25.173379
A,奥迪,奥迪(进口),奥迪Q7,2019款 45 TFSI 舒适型,4,L,4,8挡手自一体,2.0,国V,国V,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:25.345246
A,奥迪,奥迪(进口),奥迪Q7,2019款 55 TFSI 技术型,4,V,4,8挡手自一体,3.0,国V,国V,汽油,95号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 08:52:25.517116
A,奥迪,奥迪(进口),奥迪Q7,2019款 45 TFSI S line运动型,4,L,4,8挡手自一体,2.0,国V,国V,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:25.704610
A,奥迪,奥迪(进口),奥迪Q7,2019款 55 TFSI 尊贵型,4,V,4,8挡手自一体,3.0,国V,国V,汽油,95号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 08:52:25.892103
A,奥迪,奥迪(进口),奥迪Q7新能源,2019款 55 e-tron,4,L,4,8挡手自一体,2.0,国V,国V,插电式混合动力,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:26.470208
A,奥迪,奥迪(进口),奥迪Q8,2019款 55 TFSI 至尊限量版,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 08:52:26.907691
A,奥迪,奥迪(进口),奥迪Q8,2019款 45 TFSI 豪华致雅型,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 08:52:27.063939
A,奥迪,奥迪(进口),奥迪Q8,2019款 55 TFSI 尊享动感型,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 08:52:27.235808
A,奥迪,奥迪(进口),奥迪S3,2019款 S3 2.0T Limousine,4,L,4,7挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:27.829537
A,奥迪,奥迪(进口),奥迪S4,2018款 S4 3.0TFSI,4,V,4,8挡手自一体,3.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:28.329521
A,奥迪,奥迪(进口),奥迪S4,2019款 S4 3.0TFSI,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 08:52:28.532638
A,奥迪,奥迪(进口),奥迪S5,2017款 S5 3.0T Cabriolet,4,V,4,8挡手自一体,3.0,国V,国V,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 08:52:29.001370
A,奥迪,奥迪(进口),奥迪S5,2017款 S5 3.0T Coupe,4,V,4,8挡手自一体,3.0,国V,国V,汽油,95号,三年或10万公里,4,五连杆式独立悬架,电子驻车,2019-09-27 08:52:29.383451
A,奥迪,奥迪(进口),奥迪S5,2017款 S5 3.0T Sportback,4,V,4,8挡手自一体,3.0,国V,国V,汽油,95号,三年或10万公里,5,五连杆式独立悬架,电子驻车,2019-09-27 08:52:29.555323
A,奥迪,奥迪(进口),奥迪S6,2018款 S6 4.0TFSI,4,V,4,7挡双离合,4.0,欧V,欧V,汽油,95号,三年或10万公里,5,梯形连杆式独立悬架,电子驻车,2019-09-27 08:52:30.008434
A,奥迪,奥迪(进口),奥迪S7,2018款 4.0 TFSI quattro,4,V,4,7挡双离合,4.0,欧V,欧V,汽油,95号,三年或10万公里,4,梯形连杆式独立悬架,电子驻车,2019-09-27 08:52:30.461542
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Roadster 45 TFSI,4,L,4,6挡双离合,2.0,欧V,欧V,汽油,95号,三年或10万公里,2,四连杆独立悬架,电子驻车,2019-09-27 08:52:31.133393
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Roadster 45 TFSI quattro,4,L,4,6挡双离合,2.0,欧V,欧V,汽油,95号,三年或10万公里,2,四连杆式独立悬架电磁减振,电子驻车,2019-09-27 08:52:31.320888
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Coupe 45 TFSI quattro,4,L,4,6挡双离合,2.0,欧V,欧V,汽油,95号,三年或10万公里,4,四连杆式独立悬架电磁减振,电子驻车,2019-09-27 08:52:31.492754
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Coupe 40 TFSI,4,L,4,6挡双离合,1.8,国V,国V,汽油,95号,三年或10万公里,4,四连杆独立悬架,电子驻车,2019-09-27 08:52:31.664625
A,奥迪,奥迪(进口),奥迪TT,2017款 TT Coupe 45 TFSI,4,L,4,6挡双离合,2.0,欧V,欧V,汽油,95号,三年或10万公里,4,四连杆独立悬架,电子驻车,2019-09-27 08:52:31.867741
A,奥迪,奥迪(进口),奥迪TTS,2017款 TTS Roadster 2.0TFSI quattro,4,L,4,6挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,2,四连杆式独立悬架电磁减振,电子驻车,2019-09-27 08:52:32.320851
A,奥迪,奥迪(进口),奥迪TTS,2017款 TTS Coupe 2.0TFSI quattro,4,L,4,6挡双离合,2.0,国V,国V,汽油,95号,三年或10万公里,4,四连杆式独立悬架电磁减振,电子驻车,2019-09-27 08:52:32.570842
A,奥迪,奥迪(进口),奥迪A3新能源(进口)(停售),2017款 Sportback e-tron 舒适型,4,L,4,6挡双离合,1.4,欧V,欧V,插电式混合动力,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:52:33.008327
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 自动时尚型,4,L,4,5挡AMT,1.5,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:34.148913
B,宝骏,上汽通用五菱,宝骏310,2016款 1.2L 手动舒适型,4,L,4,5挡手动,1.2,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:34.383279
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 手动时尚型,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:34.555147
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 手动舒适型,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:34.742641
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 自动舒适型,4,L,4,5挡AMT,1.5,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:34.914511
B,宝骏,上汽通用五菱,宝骏310,2016款 1.2L 手动时尚型,4,L,4,5挡手动,1.2,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:35.086380
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 手动豪华型,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:35.367620
B,宝骏,上汽通用五菱,宝骏310,2016款 1.2L 手动豪华型,4,L,4,5挡手动,1.2,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:35.539490
B,宝骏,上汽通用五菱,宝骏310,2017款 1.5L 自动豪华型,4,L,4,5挡AMT,1.5,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:35.711362
B,宝骏,上汽通用五菱,宝骏310,2016款 1.2L 手动超值型,4,L,4,5挡手动,1.2,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:35.867607
B,宝骏,上汽通用五菱,宝骏310,2019款 1.2L 自动舒适型,4,L,4,5挡AMT,1.2,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:36.039471
B,宝骏,上汽通用五菱,宝骏310W,2019款 1.5L 自动豪华型 国VI,4,L,4,5挡AMT,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:36.476955
B,宝骏,上汽通用五菱,宝骏310W,2019款 1.5L 手动时尚型 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:36.664450
B,宝骏,上汽通用五菱,宝骏310W,2019款 1.5L 自动时尚型 国VI,4,L,4,5挡AMT,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:36.945691
B,宝骏,上汽通用五菱,宝骏310W,2019款 1.5L 手动舒适型 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:37.101934
B,宝骏,上汽通用五菱,宝骏310W,2019款 1.5L 手动豪华型 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 08:52:37.273803
B,宝骏,上汽通用五菱,宝骏360,2019款 1.5L CVT豪华型,4,L,4,CVT无级变速(模拟8挡),1.5,国VI,国VI,汽油,92号,三年或6万公里,6,扭力梁式非独立悬架,手刹,2019-09-27 08:52:37.742537
